"id_salarié","Contrat","Augmentation","Promotion","Sexe","Tranche ancienneté","Service","Accident du travail","Tranche âge","Tranche salaire","Durée du travail","Salaire moyen service/sexe","Âge moyen service/sexe"
"70439329245cdd64d552a530eccc4588ba059973","CDI","Oui","Oui","F","c) De 4 à 9 ans","Compta Finances","Oui","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",6615.96,50
"7cd58b412f20f4d43d6f292983f13b9e2329c356","CDD","Non","Non","F","b) De 1 à 4 ans","Consultant","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Temps partiel",5912.17,52
"1172b9418942091bd879d42933eea89ed3ad587e","CDI","Oui","Non","H","d) De 9 à 14 ans","RH","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",7217.08,51
"7b360aff58f2894f0737438c8439abbf53e240e3","CDI","Non","Oui","H","b) De 1 à 4 ans","RH","Non","b) 30 à 39 ans","c) De 3000€ à 5000€","Plein temps",7217.08,51
"6c055938e903b2c0c3bc5600f30899111fadf2c3","CDI","Oui","Oui","H","d) De 9 à 14 ans","Consultant","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Temps partiel",4952.42,53
"f59457f4c6918b4df97653e747b1adf8679cc871","CDI","Non","Oui","F","c) De 4 à 9 ans","Commercial","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6542.42,51
"fe8f8a75ed8498a13256ad53aac3ecc203aef2bc","CDI","Oui","Oui","H","f) De 19 à 24 ans","Marketing","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",7017.56,49
"cd648ba605b64be9a6cc3ab3b1756cc7f9597f0f","CDI","Oui","Oui","H","c) De 4 à 9 ans","Marketing","Oui","b) 30 à 39 ans","c) De 3000€ à 5000€","Plein temps",7017.56,49
"72f6f3ba8d39907258d49d0ff65a84c1bfb85a30","CDI","Non","Oui","H","f) De 19 à 24 ans","RH","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",7217.08,51
"e2eea6944948a966d57c015b9c9d3c7a909d7e8d","CDI","Non","Non","H","g) De 24 à 29 ans","Consultant","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",4952.42,53
"5270dcdb43adb742da93a2d84e4cfbcb95eb4164","CDI","Non","Oui","H","f) De 19 à 24 ans","Consultant","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Temps partiel",4952.42,53
"d96dd7ca11a7d86b87df0cadbaa0b8bd9f6113b3","CDI","Oui","Non","H","e) De 14 à 19 ans","RH","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",7217.08,51
"25c8f15252a64b4b44cc44be39fb24495eb71a84","CDI","Non","Non","H","e) De 14 à 19 ans","Commercial","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7790.21,51
"68341d9d4e89372081a5ec1fe5d2eaa2adeec932","CDI","Oui","Oui","F","c) De 4 à 9 ans","Compta Finances","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",6615.96,50
"c3d1c575736808f8d213b270e177e5978e7e1019","CDI","Non","Non","F","b) De 1 à 4 ans","RH","Oui","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",6583.4,54
"1f8b49c8af35e40545f65c10656e568f3439c23b","CDI","Oui","Non","H","e) De 14 à 19 ans","Commercial","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7790.21,51
"4ac13325e04f7f5632b3927b60d1f4fa85bbcb48","CDI","Non","Non","F","d) De 9 à 14 ans","Consultant","Non","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",5912.17,52
"b0ad031a2cc78da25f7c6d83c1e92c082ec5b2a5","CDI","Oui","Oui","H","e) De 14 à 19 ans","Compta Finances","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",5855.09,54
"b1858ac0d6de24a0f17fe394a2ec25abb15bb85f","CDI","Non","Non","H","e) De 14 à 19 ans","Consultant","Non","c) 40 à 49 ans","b) De 1500€ à 3000€","Plein temps",4952.42,53
"35d3d9aabb3b5a514828e90d7c6d2edfd9a5fce1","CDI","Oui","Non","F","e) De 14 à 19 ans","Consultant","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",5912.17,52
"10240b0997e204a9ffaf2e8e8b709cec243a142a","CDI","Non","Non","H","e) De 14 à 19 ans","Compta Finances","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5855.09,54
"72727ee134c8d007d58451b1cd4f9f18a9ac1818","CDD","Non","Non","F","b) De 1 à 4 ans","Consultant","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5912.17,52
"0cc12ad8df045fa5201ace7d3b5be4b80ea804d2","CDI","Oui","Non","H","c) De 4 à 9 ans","RH","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",7217.08,51
"b01ce0eac4c9e1ddc4df92fd43e62554a529c809","CDD","Non","Non","H","b) De 1 à 4 ans","Marketing","Non","c) 40 à 49 ans","b) De 1500€ à 3000€","Plein temps",7017.56,49
"10396f816dde1a420b77cb4b31702c85199ed3c0","CDI","Oui","Oui","F","b) De 1 à 4 ans","Marketing","Non","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",5350.16,52
"2bb44a3028ba9301cae0558d516c87f49ef22e99","CDI","Oui","Oui","F","d) De 9 à 14 ans","R&D","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7674.08,52
"9e3ef7f969e018a5fd9df11a07d843af2db7c675","CDI","Oui","Oui","H","f) De 19 à 24 ans","Marketing","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Temps partiel",7017.56,49
"a5701927bdf1eed62e9f46db97c97890753db24f","CDD","Non","Non","F","b) De 1 à 4 ans","Commercial","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6542.42,51
"73a8ec1fcb533f70a872993b161d244a1ae2d88c","CDI","Oui","Oui","H","f) De 19 à 24 ans","Marketing","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",7017.56,49
"952ea9c508ce7b9231f8e4497babc36d094618a8","CDI","Non","Oui","H","c) De 4 à 9 ans","Compta Finances","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",5855.09,54
"c75df9449751ff4b3b9837b77fd683bf231cfea5","CDI","Oui","Non","F","c) De 4 à 9 ans","R&D","Oui","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",7674.08,52
"4e1b3a13a47d11b88b7e952b32909503624a3abc","CDD","Non","Non","F","a) Moins de 1 an","Consultant","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5912.17,52
"20254493a6d3316f1c6e86f27d2048dd6b493f89","CDI","Oui","Oui","F","b) De 1 à 4 ans","Consultant","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",5912.17,52
"d27b409a7bc191707c14868079d0022d77003d36","CDI","Oui","Oui","H","c) De 4 à 9 ans","Consultant","Oui","d) 50 ans et plus","a) Moins de 1500€","Temps partiel",4952.42,53
"6fe4efa2c1f298f17dd92e94ce40ec76d526bc12","CDI","Non","Oui","H","c) De 4 à 9 ans","Consultant","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Temps partiel",4952.42,53
"ca60de65b8741847a0eb24adbee90d42bbd6db3c","CDI","Non","Oui","H","e) De 14 à 19 ans","Compta Finances","Non","c) 40 à 49 ans","b) De 1500€ à 3000€","Plein temps",5855.09,54
"4f8a056eedd3039ea3ee810829fa044603c7d9ab","CDI","Non","Oui","F","d) De 9 à 14 ans","Compta Finances","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6615.96,50
"1a310ef1b3fdb583536fcb9c185d60aea3f73f31","CDI","Oui","Oui","H","c) De 4 à 9 ans","Consultant","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",4952.42,53
"52d5544ecf63e81ff66bf3b2ecd3790b6040bc97","CDI","Oui","Non","F","f) De 19 à 24 ans","Commercial","Oui","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",6542.42,51
"c41988df6e47bda9b2e986ff092e5849e62ea6be","CDI","Oui","Oui","F","e) De 14 à 19 ans","RH","Non","b) 30 à 39 ans","d) de 5000€ à 7000€","Plein temps",6583.4,54
"c0106c3f33e4a0ddaa6eff5e772461d1cb5713f8","CDI","Oui","Oui","H","d) De 9 à 14 ans","RH","Oui","b) 30 à 39 ans","f) Plus de 9000€","Plein temps",7217.08,51
"ed7e0db9b0f920ab8f51faa0b3df7c4ed3efbcaf","CDD","Non","Non","F","b) De 1 à 4 ans","Commercial","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6542.42,51
"ef3f467f4e2a239a966faaf9e6c7561dba5b1195","CDI","Non","Oui","H","d) De 9 à 14 ans","RH","Non","b) 30 à 39 ans","e) de 7000€ à 9000€","Plein temps",7217.08,51
"5c27feaa1c19afe41f33e700f6e5e83985c8bef3","CDD","Non","Non","F","a) Moins de 1 an","Marketing","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",5350.16,52
"2a7217efb62b6d8103534145c733e9aa0d4954e5","CDI","Non","Oui","F","f) De 19 à 24 ans","Compta Finances","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6615.96,50
"c25d4ffb426af6101f98ffefa3ba0cbb98c925c6","CDI","Oui","Oui","H","f) De 19 à 24 ans","Consultant","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",4952.42,53
"d870d6811d94f626d18b1ade28501d379965cb61","CDI","Non","Oui","H","f) De 19 à 24 ans","Commercial","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",7790.21,51
"d91e2b86c03f91de64f56a698a5d358f4e7bad71","CDI","Non","Non","H","c) De 4 à 9 ans","R&D","Non","b) 30 à 39 ans","f) Plus de 9000€","Plein temps",7784.36,53
"d497cc4d526fe183f99805f22719bf8ede7547c8","CDI","Oui","Oui","F","e) De 14 à 19 ans","Consultant","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",5912.17,52
"b92149372c4fc2d28ac7cc39833fd2cd45dcbbd7","CDI","Oui","Non","F","d) De 9 à 14 ans","Commercial","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6542.42,51
"79dfe2d8775dacca1b65c1efea522475b14f7247","CDI","Oui","Non","H","c) De 4 à 9 ans","Consultant","Oui","b) 30 à 39 ans","f) Plus de 9000€","Plein temps",4952.42,53
"5d4f1ec26ce64d39a496445494ae7c89659f0378","CDI","Oui","Non","F","e) De 14 à 19 ans","Consultant","Non","b) 30 à 39 ans","d) de 5000€ à 7000€","Plein temps",5912.17,52
"8fa3addea0f33da5a4dc8c59533d1a074d2e3b20","CDI","Non","Non","H","f) De 19 à 24 ans","RH","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7217.08,51
"bbaf02eca49b21a221cff2aff78c4539a68a03fd","CDI","Non","Non","F","d) De 9 à 14 ans","Commercial","Oui","c) 40 à 49 ans","b) De 1500€ à 3000€","Plein temps",6542.42,51
"e9df0aac29724b902dadb1940e55d4499fd253cc","CDI","Oui","Non","H","f) De 19 à 24 ans","Marketing","Oui","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",7017.56,49
"3f85d89f6ee16be81e5525cfd5263934767c1169","CDI","Non","Oui","H","d) De 9 à 14 ans","Commercial","Oui","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",7790.21,51
"5e9e8b08f5cede790de20320f902d7b3e526bd70","CDI","Oui","Oui","H","f) De 19 à 24 ans","Consultant","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",4952.42,53
"417e95d97f1c0e16e0923f06aaa83982d7b45d6d","CDD","Non","Non","F","b) De 1 à 4 ans","Marketing","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5350.16,52
"2add52f413f4e439b67f6c52afa44bda17225692","CDI","Oui","Oui","F","c) De 4 à 9 ans","Consultant","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",5912.17,52
"ee8b0540e5c5b8d20085987be32024feb6d97618","CDI","Oui","Oui","F","e) De 14 à 19 ans","Marketing","Oui","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",5350.16,52
"78259fd18fb013b9e22b4cb5b18df02a23f31077","CDI","Oui","Non","F","c) De 4 à 9 ans","Marketing","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Temps partiel",5350.16,52
"4bb360098ef76012153ef49b55650875cc6b5bcc","CDD","Non","Non","F","a) Moins de 1 an","Compta Finances","Oui","b) 30 à 39 ans","c) De 3000€ à 5000€","Plein temps",6615.96,50
"f4d1ec63841486b332b71e00a9b69f9da81252e3","CDI","Oui","Non","H","c) De 4 à 9 ans","RH","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",7217.08,51
"8129186baa489bf1d4a8ee2862dcb0508199c698","CDI","Oui","Oui","F","d) De 9 à 14 ans","Consultant","Oui","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",5912.17,52
"5ea3111f10903561c21248bcfbf68eec81676c30","CDI","Non","Oui","H","g) De 24 à 29 ans","Commercial","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",7790.21,51
"2d2a3cde3f46f4fc4f6e1b2d07b10122af1e1164","CDI","Oui","Oui","F","c) De 4 à 9 ans","Commercial","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6542.42,51
"b775c7798d4ba9ff38384f26961b8c508ebdff72","CDI","Non","Oui","F","d) De 9 à 14 ans","Consultant","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",5912.17,52
"def353fdff41b21346ff362068ae9aa3ce7ba76d","CDI","Oui","Non","F","f) De 19 à 24 ans","RH","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6583.4,54
"2562ccaf20b56b9bac8bd28064b1a331ca412505","CDI","Oui","Non","H","c) De 4 à 9 ans","Consultant","Oui","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",4952.42,53
"168b913a9c88662d15df0b7cf1f6cab333f8755c","CDI","Oui","Non","H","d) De 9 à 14 ans","RH","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7217.08,51
"8922ecb3a6166638f15d1dfb7a50f5405bccc5a9","CDI","Non","Oui","F","c) De 4 à 9 ans","Marketing","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5350.16,52
"e5fc6027cd5393e1b0112db8eeea8beebff8e8eb","CDI","Non","Oui","H","c) De 4 à 9 ans","Consultant","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",4952.42,53
"af33ac35cae6cbe879a1b713e44580794863e20e","CDI","Oui","Oui","H","e) De 14 à 19 ans","Compta Finances","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",5855.09,54
"6a0745850a21265d5ccac8322a4924f89e27d8d3","CDI","Non","Oui","F","e) De 14 à 19 ans","Commercial","Non","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",6542.42,51
"e6eacec6fc7d3b20bb7249674251e2aa80b6494f","CDI","Non","Oui","H","c) De 4 à 9 ans","Consultant","Oui","b) 30 à 39 ans","d) de 5000€ à 7000€","Temps partiel",4952.42,53
"e823ee63479266b7e6544957b9cb9f8da1eaa0ff","CDI","Non","Non","H","f) De 19 à 24 ans","RH","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",7217.08,51
"ee6c334aa3728b3177f133a3e246277f5fb7ef07","CDI","Oui","Non","F","d) De 9 à 14 ans","Consultant","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",5912.17,52
"f2b915a07638c7f7e460c2ea0902f715e6093dfe","CDI","Oui","Oui","F","d) De 9 à 14 ans","Commercial","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",6542.42,51
"488991e13f05c62944f7de0c1390df4f629475f9","CDI","Non","Oui","F","d) De 9 à 14 ans","Compta Finances","Non","c) 40 à 49 ans","a) Moins de 1500€","Temps partiel",6615.96,50
"7843b5a5a05414e38217906b3ef4c8834e346432","CDI","Oui","Non","H","d) De 9 à 14 ans","Commercial","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7790.21,51
"2e03cfc012af6da9986b44bda16c892f85e2a81b","CDI","Non","Non","F","c) De 4 à 9 ans","Compta Finances","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",6615.96,50
"00182ee8c3b2ff1fd46edc1b257bc0d2d93d0138","CDI","Non","Oui","F","f) De 19 à 24 ans","Marketing","Non","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",5350.16,52
"defe78425dae0f6a97d08a78cce780f149ff0c56","CDI","Non","Oui","H","e) De 14 à 19 ans","Commercial","Oui","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7790.21,51
"14e2af92519e90cf6dec3e48637cd5abff2fc273","CDI","Oui","Oui","H","e) De 14 à 19 ans","Compta Finances","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5855.09,54
"247cfc9f04b3901a85ce1c92917125bd2699aef3","CDI","Non","Non","H","d) De 9 à 14 ans","Consultant","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",4952.42,53
"39b01ee730ea8f7d8b4e6790a3a0412d43a3ea50","CDI","Non","Non","H","f) De 19 à 24 ans","RH","Oui","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7217.08,51
"97522680526e970b2e2c0872bcfebf468aca955e","CDI","Non","Non","H","f) De 19 à 24 ans","Compta Finances","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",5855.09,54
"bee5ee931e9d2d68914e5a8ee6315e0073682b29","CDI","Oui","Oui","H","d) De 9 à 14 ans","Consultant","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Temps partiel",4952.42,53
"4c0875c42a371cbed7dd068c003f9466e9803686","CDI","Oui","Non","H","d) De 9 à 14 ans","Marketing","Non","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",7017.56,49
"fcae020e45a7b61a5fa7502b94466c9e3135eb19","CDI","Oui","Oui","H","f) De 19 à 24 ans","Commercial","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",7790.21,51
"4acc6fea7ec9b447e7a57065f71f030de67b3b17","CDI","Non","Oui","H","f) De 19 à 24 ans","R&D","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",7784.36,53
"0be3a451adbcd4e70caf178250d9a5269363598e","CDI","Non","Oui","F","d) De 9 à 14 ans","Compta Finances","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6615.96,50
"dfe28fc9ea971342a1e973f38bb0bdc59ce611fd","CDI","Non","Oui","H","c) De 4 à 9 ans","Commercial","Oui","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7790.21,51
"7ecf0bcf738ada8efe11bfd0aca082e5f96e7927","CDI","Oui","Non","F","d) De 9 à 14 ans","Commercial","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",6542.42,51
"4f86655ee0dca3e1b367a9cd79710cb8f1b556a3","CDI","Non","Non","H","f) De 19 à 24 ans","Commercial","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",7790.21,51
"374c105a7b6c63e13c0f5a6a277abe6e66c07d87","CDI","Non","Non","H","f) De 19 à 24 ans","Marketing","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7017.56,49
"16988298f36c6a023dfee1a5dc962dae1cc5c9ee","CDI","Oui","Non","H","f) De 19 à 24 ans","Consultant","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",4952.42,53
"570b1ff2d3e35a73d5a106cfe06ad685f673f356","CDI","Oui","Non","F","g) De 24 à 29 ans","Commercial","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",6542.42,51
"ca05bb83dcc8601f1579b86631551c9fb104d4ef","CDI","Non","Non","F","g) De 24 à 29 ans","Marketing","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",5350.16,52
"4c6b47a5307ce98bb7b5ea19ac1f2a7eee0b75f8","CDI","Oui","Non","H","d) De 9 à 14 ans","RH","Oui","b) 30 à 39 ans","f) Plus de 9000€","Plein temps",7217.08,51
"897dfbbde16146cfffab3a4cc26d1c6e287b3d10","CDD","Non","Non","F","b) De 1 à 4 ans","Compta Finances","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",6615.96,50
"4339cf172698771fa266d1b17f75e4257e984da1","CDI","Non","Non","H","e) De 14 à 19 ans","Compta Finances","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",5855.09,54
"0ca0577179e46111e0a11680786b54d8930f7595","CDI","Non","Non","F","f) De 19 à 24 ans","Commercial","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",6542.42,51
"8fdeb9125126fbc9656038ed2e21f55688df6412","CDI","Non","Oui","F","g) De 24 à 29 ans","R&D","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",7674.08,52
"16ec34162145b8d383f6ff79aa6753bde7b0fc69","CDI","Non","Non","F","f) De 19 à 24 ans","RH","Oui","c) 40 à 49 ans","d) de 5000€ à 7000€","Temps partiel",6583.4,54
"f6861aa3224a856415da4e933fc0f861881b14c3","CDI","Non","Non","H","c) De 4 à 9 ans","Marketing","Non","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",7017.56,49
"516f4d0512933627b1c969bd5c4b6a10f205f33e","CDI","Oui","Non","F","f) De 19 à 24 ans","Commercial","Non","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",6542.42,51
"180360b3dc38069307f801409fcafa234939ed3f","CDI","Non","Non","F","d) De 9 à 14 ans","RH","Oui","b) 30 à 39 ans","f) Plus de 9000€","Plein temps",6583.4,54
"16bdfcd0eb79577a78fc1535b555190873237d98","CDI","Non","Non","H","f) De 19 à 24 ans","Commercial","Oui","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",7790.21,51
"9e31a9eb51aac364f98f89d5962e4c7a4a2bd697","CDI","Oui","Non","F","e) De 14 à 19 ans","Marketing","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",5350.16,52
"3119cb8461d70b7b814ea9dddf758e08cc06ba26","CDI","Non","Oui","H","d) De 9 à 14 ans","Compta Finances","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",5855.09,54
